"PhaseID";"SiteID";"Country";"Culture1";"C14ID";"C14.Age";"C14.SD";"LabID"
"MLDG";"S08084";"Denmark";"Trichterbecher";20500;4940;160;"K-129"
"MLDG";"S08084";"Denmark";"Trichterbecher";20497;4850;120;"K-127"
"MLDG";"S08084";"Denmark";"Trichterbecher";20501;5010;50;"AAR-4994"
"MLDG";"S08084";"Denmark";"Trichterbecher";22849;4980;70;"K-2889"
"MLDG";"S08084";"Denmark";"Trichterbecher";20499;4910;160;"K-128"
"MLDG";"S08084";"Denmark";"Trichterbecher";20492;4610;150;"K-131"
"MLDG";"S08084";"Denmark";"Trichterbecher";20498;4880;170;"K-126"
"MLDG";"S08084";"Denmark";"Trichterbecher";20502;5050;45;"AAR-4993"
"MLDG";"S08084";"Denmark";"Trichterbecher";20496;4840;170;"K-125"
"MLDG";"S08084";"Denmark";"Trichterbecher";20495;4770;150;"K-123b"
"MLDG";"S08084";"Denmark";"Trichterbecher";22847;4930;65;"K-4477"
"MLDG";"S08084";"Denmark";"Trichterbecher";22846;4830;65;"K-4476"
"MLDG";"S08084";"Denmark";"Trichterbecher";22848;4940;65;"K-4478"
"MLDG";"S08084";"Denmark";"Trichterbecher";20493;4660;150;"K-132"
"MLDG";"S08084";"Denmark";"Trichterbecher";20491;4600;170;"K-124"
"MLDG";"S08084";"Denmark";"Trichterbecher";20494;4680;120;"K-123a"
"MYRMO1";"S11327";"Denmark";"Trichterbecher";28405;4640;320;"K-3702"
"NAESELN";"S10565";"Denmark";"Trichterbecher";26494;3865;60;"AAR-10059"
"NISS";"S08091";"Denmark";"Trichterbecher";20530;6020;45;"AAR-6658"
"NNEO";"S04901";"Denmark";"Trichterbecher";20550;5075;45;"AAR-5364"
"NNEO";"S04901";"Denmark";"Trichterbecher";20549;5010;45;"AAR-5365"
"OGR1";"S07929";"Denmark";"Trichterbecher";20154;5030;90;"K-5057"
"OGR1";"S07929";"Denmark";"Trichterbecher";20155;5060;65;"K-4333"
"OGR1";"S07929";"Denmark";"Trichterbecher";22601;4510;90;"K-2279"
"OGR1";"S07929";"Denmark";"Trichterbecher";20895;4560;60;"K-2845"
"OGR1";"S07929";"Denmark";"Trichterbecher";20890;4590;60;"K-2846"
"OGR1";"S07929";"Denmark";"Trichterbecher";20889;4530;50;"K-3675"
"OGR21";"S07930";"Denmark";"Trichterbecher";20156;4560;65;"K-3677"
"OGR21";"S07930";"Denmark";"Trichterbecher";20157;4590;85;"K-3678"
"OGR5";"S07932";"Denmark";"Trichterbecher";20159;4860;75;"Ka-6443"
"OGRSV";"S07933";"Denmark";"Trichterbecher";20160;4900;50;"AAR-4320"
"OLTE";"S08059";"Denmark";"Trichterbecher";20445;4735;65;"AAR-4322"
"OLTE";"S08059";"Denmark";"Trichterbecher";20446;4710;100;"K-2356"
"ORLM";"S08103";"Denmark";"Trichterbecher";20579;4870;70;"Ka-6445"
"OSER";"S08164";"Denmark";"Trichterbecher";20733;4310;100;"K-1789"
"OSTP2";"S08176";"Denmark";"Trichterbecher";20753;4450;90;"K-6058"
"PARP";"S08109";"Denmark";"Trichterbecher";20599;4920;95;"K-6297"
"PREN";"S08108";"Denmark";"Trichterbecher";20587;4750;100;"K-1962"
"PREN";"S08108";"Denmark";"Trichterbecher";20595;4980;110;"K-1961"
"PREN";"S08108";"Denmark";"Trichterbecher";20596;5010;100;"K-1473"
"PREN";"S08108";"Denmark";"Trichterbecher";20593;4950;100;"K-2057"
"PREN";"S08108";"Denmark";"Trichterbecher";20591;4890;110;"K-1651"
"PREN";"S08108";"Denmark";"Trichterbecher";20592;4890;110;"K-1656"
"PREN";"S08108";"Denmark";"Trichterbecher";20589;4790;100;"K-2058"
"PREN";"S08108";"Denmark";"Trichterbecher";20588;4760;100;"K-1963"
"PREN";"S08108";"Denmark";"Trichterbecher";20594;4960;110;"K-1650"
"PREN";"S08108";"Denmark";"Trichterbecher";20590;4830;100;"K-2056"
"RAVJ";"S08124";"Denmark";"Trichterbecher";20644;4540;45;"Ka-7000"
"RING2";"S08112";"Denmark";"Trichterbecher";20614;4800;65;"K-4372"
"RING2";"S08112";"Denmark";"Trichterbecher";20615;5080;70;"K-4371"
"RUDE1";"S11335";"Denmark";"Trichterbecher";28426;4725;15;"UCIAMS-232708"
"RUDE1";"S11335";"Denmark";"Trichterbecher";28425;4838;29;"UBA-37876"
"RUDE1";"S11335";"Denmark";"Trichterbecher";28428;4901;37;"UBA-37877"
"RUDE1";"S11335";"Denmark";"Trichterbecher";28424;4260;85;"K-3123B"
"RUDE1";"S11335";"Denmark";"Trichterbecher";28429;4488;38;"UBA-39551"
"RUDE1";"S11335";"Denmark";"Trichterbecher";28427;4180;85;"K-3123A"
"RUSP";"S08123";"Denmark";"Trichterbecher";20639;4910;100;"K-2253"
"RUSP";"S08123";"Denmark";"Trichterbecher";20642;4970;100;"K-2254"
"RUSP";"S08123";"Denmark";"Trichterbecher";20640;4920;100;"K-2255"
"SMK2";"S08149";"Denmark";"Trichterbecher";20700;5059;68;"AAR-3316"
"SMK2";"S08149";"Denmark";"Trichterbecher";20701;5060;61;"AAR-3317"
"SNLV";"S08155";"Denmark";"Trichterbecher";20712;4600;90;"K-2778"
"SOBY";"S08159";"Denmark";"Trichterbecher";20725;4940;80;"Ka-6448"
"SPDG";"S08158";"Denmark";"Trichterbecher";20722;4240;60;"K-4074"
"SPDG";"S08158";"Denmark";"Trichterbecher";20724;4370;70;"K-4073"
"SPDG";"S08158";"Denmark";"Trichterbecher";20723;4260;115;"K-6197"
"SPI";"S04458";"Denmark";"Trichterbecher";20657;4620;90;"K-2631"
"SPI";"S04458";"Denmark";"Trichterbecher";20659;4760;90;"K-2632"
"SPI";"S04458";"Denmark";"Trichterbecher";20658;4690;90;"K-2629"
"SPI";"S04458";"Denmark";"Trichterbecher";20656;4600;90;"K-2630"
"SPIII";"S04458";"Denmark";"Trichterbecher";20653;4400;65;"K-2911"
"SPIII";"S04458";"Denmark";"Trichterbecher";20651;4340;90;"K-2766"
"SPIII";"S04458";"Denmark";"Trichterbecher";20654;4480;90;"K-2767"
"SPIII";"S04458";"Denmark";"Trichterbecher";26575;4058;40;"AAR-9160"
"STAE";"S08172";"Denmark";"Trichterbecher";20747;4860;110;"AAR-1840"
"STEHAG2";"S11413";"Denmark";"Trichterbecher";28456;4072;61;"UBA-39152"
"STLG";"S08170";"Denmark";"Trichterbecher";20744;4560;85;"K-4978"
"TFUM1";"S08190";"Denmark";"Trichterbecher";20787;4690;90;"K-2986"
"TFUM1";"S08190";"Denmark";"Trichterbecher";20788;4730;90;"K-2988"
"TFUM1";"S08190";"Denmark";"Trichterbecher";20785;4680;90;"K-2987"
"TFUM1";"S08190";"Denmark";"Trichterbecher";20779;4500;85;"K-2985"
"TFUM2";"S08190";"Denmark";"Trichterbecher";28468;3837;30;"UBA-39129"
"TFUM2";"S08190";"Denmark";"Trichterbecher";28469;3699;35;"UBA-39130"
"THST";"S08183";"Denmark";"Trichterbecher";20765;4960;65;"K-3775"
"TMEP";"S08188";"Denmark";"Trichterbecher";20774;4960;65;"K-2775"
"TREE";"S08184";"Denmark";"Trichterbecher";20767;4100;85;"K-4027"
"TREE";"S08184";"Denmark";"Trichterbecher";20769;4250;85;"K-4026"
"TURP";"S08196";"Denmark";"Trichterbecher";20800;4390;120;"K-718"
"TURP";"S08196";"Denmark";"Trichterbecher";20801;4440;120;"K-727"
"UDDY";"S08199";"Denmark";"Trichterbecher";20808;4475;45;"Ka-6978"
"ULG";"S09162";"Denmark";"Trichterbecher";23058;4965;35;"KIA-36142"
"ULG";"S09162";"Denmark";"Trichterbecher";23057;4890;90;"KIA-36139"
"ULKG";"S08200";"Denmark";"Trichterbecher";20915;4860;135;"K-3778"
"ULVE";"S08201";"Denmark";"Trichterbecher";20811;4580;90;"K-6306"
"UNLE";"S08203";"Denmark";"Trichterbecher";20813;4760;95;"K-6300"
"VANMOS1";"S11437";"Denmark";"Trichterbecher";28479;4485;41;"AAR-10994"
"VAR";"S04564";"Denmark";"Trichterbecher";20836;4160;100;"K-1983"
"VAR";"S04564";"Denmark";"Trichterbecher";20838;4350;100;"K-1931"
"VAR";"S04564";"Denmark";"Trichterbecher";20835;4100;100;"K-1932"
"VAR";"S04564";"Denmark";"Trichterbecher";20837;4290;100;"K-1930"
"VAR";"S04564";"Denmark";"Trichterbecher";20839;4450;100;"K-1982"
"VERM";"S08212";"Denmark";"Trichterbecher";20830;4570;150;"Ka-6452"
"VIGFE1";"S11308";"Denmark";"Trichterbecher";28485;4709;52;"UBA-37893"
"VIGFE1";"S11308";"Denmark";"Trichterbecher";28484;4833;40;"UBA-40810"
"VIGFE1";"S11308";"Denmark";"Trichterbecher";28483;4657;36;"UBA-37892"
"VIKMO1";"S11346";"Denmark";"Trichterbecher";28488;5140;100;"K-6303"
"VIKMO1";"S11346";"Denmark";"Trichterbecher";28486;4985;27;"Poz-17006"
"VIKMO1";"S11346";"Denmark";"Trichterbecher";28487;5050;15;"UCIAMS-232706"
"VIKMO1";"S11346";"Denmark";"Trichterbecher";28489;5086;44;"AAR-11312"
"VINE";"S08216";"Denmark";"Trichterbecher";20841;4390;100;"K-2128"
"VINE";"S08216";"Denmark";"Trichterbecher";20842;4460;100;"K-2127"
"VISG";"S08217";"Denmark";"Trichterbecher";23074;4700;35;"Poz-22575"
"VISG";"S08217";"Denmark";"Trichterbecher";23075;4775;35;"Poz-22576"
"VISG";"S08217";"Denmark";"Trichterbecher";20846;4945;45;"AAR-5386"
"VISG";"S08217";"Denmark";"Trichterbecher";23076;5020;60;"Poz-22578"
"VRU1";"S08224";"Denmark";"Trichterbecher";20866;4220;100;"K-2426"
"VRU1";"S08224";"Denmark";"Trichterbecher";20863;4110;100;"K-2427"
"VRU1";"S08224";"Denmark";"Trichterbecher";20870;4430;100;"K-1567"
"VRU1";"S08224";"Denmark";"Trichterbecher";20873;4660;100;"K-2424"
"VRU1";"S08224";"Denmark";"Trichterbecher";20872;4570;100;"K-1566"
"VRU1";"S08224";"Denmark";"Trichterbecher";20865;4210;100;"K-1574"
"VRU1";"S08224";"Denmark";"Trichterbecher";20868;4270;100;"K-1573"
"VRU1";"S08224";"Denmark";"Trichterbecher";20869;4300;100;"K-1571"
"VRU1";"S08224";"Denmark";"Trichterbecher";20864;4180;100;"K-2425"
"VRU1";"S08224";"Denmark";"Trichterbecher";20875;4980;100;"K-1570"
"VRU1";"S08224";"Denmark";"Trichterbecher";20867;4230;100;"K-1572"
"VRU1";"S08224";"Denmark";"Trichterbecher";20871;4560;100;"K-1568"
"VRU1";"S08224";"Denmark";"Trichterbecher";20874;4740;100;"K-2428"
